
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0289         556200 |               F
       2     [       8      17 ]      0.012573   -0.001963802  0.9560        0.0363        1091400 |               F
       3     [       8      17 ]      0.012573   -0.001963802  0.9560        0.0411        1655200 |               F
       4     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0442        1868000 |               F
       5     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0462        2604400 |               F
       6     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0475        3907600 |               F
       7     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0484        5330400 |               F
       8     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0490        6238400 |               F
       9     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0493        7219800 |               F
      10     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0496        8071800 |               F
      11     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0497        8669800 |               F
      12     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0498        9333600 |               F
      13     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499        9956800 |               F
      14     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       11029600 |               F
      15     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       11975200 |               F
      16     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       12171800 |               F
      17     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       13010200 |               F
      18     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       13853400 |               F
      19     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       14575400 |               F
      20     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       15250800 |               F
      21     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       15891000 |               F
      22     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       17013400 |               F
      23     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       18100800 |               F
      24     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       18813000 |               F
      25     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       20251200 |               F
      26     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       20447800 |               F
      27     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       21429200 |               F
      28     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       22230800 |               F
      29     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       23669000 |               F
      30     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       24549600 |               F
      31     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       25340200 |               F
      32     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       26612600 |               F
      33     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       28131800 |               F
      34     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       28929000 |               F
      35     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       29786600 |               F
      36     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       31065600 |               F
      37     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       32231200 |               F
      38     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       33176800 |               F
      39     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       34279600 |               F
      40     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       35225200 |               F
      41     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       36719000 |               F
      42     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       37608600 |               F
      43     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       37805200 |               F
      44     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       39225800 |               F
      45     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       40086800 |               F
      46     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       41027800 |               F
      47     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       42084200 |               F
      48     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       43165600 |               F
      49     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       44023200 |               F
      50     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       44934600 |               F
      51     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       46207000 |               F
      52     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       47192800 |               F
      53     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       48327600 |               F
      54     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       49864200 |               F
      55     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       50890200 |               F
