
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0289         683800 |               F
       2     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0363        1560200 |               F
       3     [      17      13 ]      0.025512   -0.000504474  0.9273        0.0411        2410000 |               F
       4     [      12      16 ]      0.018343   -0.000255340  0.9481        0.0442        3831400 |               F
       5     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0462        4377400 |               F
       6     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0475        5798000 |               F
       7     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0484        7066000 |               F
       8     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0490        7927000 |               F
       9     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0493        8692000 |               F
      10     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0496        9673400 |               F
      11     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0497       10581400 |               F
      12     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0498       11320600 |               F
      13     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       11983400 |               F
      14     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       13421600 |               F
      15     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       14259200 |               F
      16     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       14934600 |               F
      17     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       15557800 |               F
      18     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       16645200 |               F
      19     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       17924200 |               F
      20     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       18551800 |               F
      21     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       19442200 |               F
      22     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       20385400 |               F
      23     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       21371200 |               F
      24     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       22027200 |               F
      25     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       22987200 |               F
      26     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       23790400 |               F
      27     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       24885600 |               F
      28     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       25597800 |               F
      29     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       26543400 |               F
      30     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       26740000 |               F
      31     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       26740000 |               F
      31     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       27523000 |               F
      32     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       28468800 |               F
      33     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       29330200 |               F
      34     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       30361600 |               F
      35     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       31183400 |               F
      36     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       32422200 |               F
      37     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       33490200 |               F
      38     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       35688800 |               F
      39     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       36907200 |               F
      40     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       37974000 |               F
      41     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       37974000 |               F
      41     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       39113800 |               F
      42     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       40927800 |               F
      43     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       42199000 |               F
      44     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       44015200 |               F
      45     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       44015200 |               F
      45     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       45146400 |               F
      46     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       46216000 |               F
      47     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       47248800 |               F
      48     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       48322800 |               F
      49     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       49502800 |               F
      50     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       50685000 |               F
