
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0289         543600 |               F
       2     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0363        1060800 |               F
       3     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0411        2319200 |               F
       4     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0442        3416800 |               F
       5     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0462        4115800 |               F
       6     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0475        4837800 |               F
       7     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0484        5493800 |               F
       8     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0490        6091800 |               F
       9     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0493        6949400 |               F
      10     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0496        7605400 |               F
      11     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0497        8185800 |               F
      12     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0498        9242200 |               F
      13     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499        9976400 |               F
      14     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499       10770200 |               F
      15     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499       11445600 |               F
      16     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       12172000 |               F
      17     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       13117600 |               F
      18     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       14196800 |               F
      19     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       14972800 |               F
      20     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       15784000 |               F
      21     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       16582200 |               F
      22     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       17402000 |               F
      23     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       18077400 |               F
      24     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       19169200 |               F
      25     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       20016800 |               F
      26     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       20951200 |               F
      27     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       20951200 |               F
      27     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       21783800 |               F
      28     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       22753400 |               F
      29     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       23517600 |               F
      30     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       24214600 |               F
      31     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       25266000 |               F
      32     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       26218800 |               F
      33     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       27171600 |               F
      34     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       29082800 |               F
      35     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       30319600 |               F
      36     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       32193400 |               F
      37     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       32938200 |               F
      38     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       34025600 |               F
      39     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       35068000 |               F
      40     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       35068000 |               F
      40     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       35877000 |               F
      41     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       36806800 |               F
      42     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       37828800 |               F
      43     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       39003200 |               F
      44     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       39865200 |               F
      45     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       41004400 |               F
      46     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       42239800 |               F
      47     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       43344600 |               F
      48     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       44712600 |               F
      49     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       46520400 |               F
      50     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       47582200 |               F
      51     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       49112800 |               F
      52     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       50503000 |               F
