
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0289         611400 |               F
       2     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0363         782600 |               F
       3     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0411        1582000 |               F
       4     [      12      16 ]      0.018343   -0.000255340  0.9481        0.0442        2989400 |               F
       5     [      12      16 ]      0.018343   -0.000255340  0.9481        0.0462        3757400 |               F
       6     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0475        4738800 |               F
       7     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0484        5448800 |               F
       8     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0490        6213800 |               F
       9     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0493        7634400 |               F
      10     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0496        8309800 |               F
      11     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0497        9103600 |               F
      12     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0498        9730200 |               F
      13     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499        9730200 |               F
      13     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       10577800 |               F
      14     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       10732800 |               F
      15     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       11530000 |               F
      16     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       12150800 |               F
      17     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       13209400 |               F
      18     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       13406000 |               F
      19     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       14069800 |               F
      20     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       15477200 |               F
      21     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       16564600 |               F
      22     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       17391400 |               F
      23     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       18663800 |               F
      24     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       19720200 |               F
      25     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       20992600 |               F
      26     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       22025000 |               F
      27     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       22700400 |               F
      28     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       23590800 |               F
      29     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       24534000 |               F
      30     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       24730600 |               F
      31     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       24885600 |               F
      32     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       25718800 |               F
      33     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       26800200 |               F
      34     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       27680800 |               F
      35     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       29130800 |               F
      36     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       29924600 |               F
      37     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       31203600 |               F
      38     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       32506800 |               F
      39     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       33952200 |               F
      40     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       34828400 |               F
      41     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       36105200 |               F
      42     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       37592600 |               F
      43     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       38431000 |               F
      44     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       38431000 |               F
      44     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       39561400 |               F
      45     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       40656600 |               F
      46     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       42180000 |               F
      47     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       43341200 |               F
      48     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       44373600 |               F
      49     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       45448600 |               F
      50     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       46854800 |               F
      51     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       47777400 |               F
      52     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       48784400 |               F
      53     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       48784400 |               F
      53     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       49810400 |               F
      54     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       50753600 |               F
