
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0289         532000 |               F
       2     [      40       5 ]      0.219042   -0.005195475  0.9383        0.0363        1789200 |               F
       3     [      40       5 ]      0.219042   -0.005195475  0.9383        0.0411        3041000 |               F
       4     [      26      10 ]      0.068442   -0.021565691  0.9583        0.0442        3668800 |               F
       5     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0462        4275800 |               F
       6     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0475        5714800 |               F
       7     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0484        7122200 |               F
       8     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0490        8195000 |               F
       9     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0493        9021800 |               F
      10     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0496       10298600 |               F
      11     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0497       11284400 |               F
      12     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0498       12018600 |               F
      13     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       12783600 |               F
      14     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       14056000 |               F
      15     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       15037400 |               F
      16     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       15945400 |               F
      17     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       17224400 |               F
      18     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       18062800 |               F
      19     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       19366000 |               F
      20     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       20131000 |               F
      21     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       21434200 |               F
      22     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       22521600 |               F
      23     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       23177600 |               F
      24     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       23874400 |               F
      25     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       24930800 |               F
      26     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       25734000 |               F
      27     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       27156800 |               F
      28     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       28464400 |               F
      29     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       29445800 |               F
      30     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       30297800 |               F
      31     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       31079200 |               F
      32     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       32111600 |               F
      33     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       33023000 |               F
      34     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       33757200 |               F
      35     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       34813600 |               F
      36     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       35656800 |               F
      37     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       36581600 |               F
      38     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       36581600 |               F
      38     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       37598200 |               F
      39     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0500       38975800 |               F
      40     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       39955800 |               F
      41     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       41046800 |               F
      42     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       42169400 |               F
      43     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       43153800 |               F
      44     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       44210600 |               F
      45     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       45180200 |               F
      46     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       46200800 |               F
      47     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       48164800 |               F
      48     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       50131000 |               F
