
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      41       5 ]      0.220874   -0.001628827  0.9390        0.0289        1688000 |               F
       2     [      23      11 ]      0.053481   -0.002601148  0.9411        0.0363        3088000 |               F
       3     [      23      11 ]      0.053481   -0.002601148  0.9411        0.0411        4752000 |               F
       4     [      23      11 ]      0.053481   -0.002601148  0.9411        0.0442        6284000 |               F
       5     [      23      11 ]      0.053481   -0.002601148  0.9411        0.0462        7408000 |               F
       6     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0475        8796000 |               F
       7     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0484       10000000 |               F
       8     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0490       11864000 |               F
       9     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0493       12936000 |               F
      10     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0496       14184000 |               F
      11     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0497       17036000 |               F
      12     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0498       18968000 |               F
      13     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       18968000 |               F
      13     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       21820000 |               F
      14     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       24492000 |               F
      15     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       27032000 |               F
      16     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       28868000 |               F
      17     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       30604000 |               F
      18     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       32676000 |               F
      19     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       34876000 |               F
      20     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       37368000 |               F
      21     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       39588000 |               F
      22     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       41520000 |               F
      23     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       43440000 |               F
      24     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       46292000 |               F
      25     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       48236000 |               F
      26     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       50108000 |               F
