
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0289         788000 |               F
       2     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0363        1576000 |               F
       3     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0411        2538000 |               F
       4     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0442        3630000 |               F
       5     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0462        4570000 |               F
       6     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0475        5510000 |               F
       7     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0484        6984000 |               F
       8     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0490        7730000 |               F
       9     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0493        8392000 |               F
      10     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0496       10382000 |               F
      11     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0497       12064000 |               F
      12     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0498       13614000 |               F
      13     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       15604000 |               F
      14     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       16406000 |               F
      15     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       17442000 |               F
      16     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       18112000 |               F
      17     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       18990000 |               F
      18     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       20026000 |               F
      19     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       22016000 |               F
      20     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       23022000 |               F
      21     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       24492000 |               F
      22     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       25702000 |               F
      23     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       27336000 |               F
      24     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       28086000 |               F
      25     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       30200000 |               F
      26     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       30938000 |               F
      27     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       31986000 |               F
      28     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       32856000 |               F
      29     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       33796000 |               F
      30     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       34966000 |               F
      31     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       36240000 |               F
      32     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       38502000 |               F
      33     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       39982000 |               F
      34     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       41596000 |               F
      35     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       42790000 |               F
      36     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       44044000 |               F
      37     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       45258000 |               F
      38     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       46628000 |               F
      39     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       48190000 |               F
      40     [       3      20 ]      0.013250   -0.000104452  0.9701        0.0500       50040000 |               F
