
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0289         792000 |               F
       2     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0363        1844000 |               F
       3     [      13      15 ]      0.017532   -0.012301685  0.9692        0.0411        2488000 |               F
       4     [      13      15 ]      0.022989   -0.000751635  0.9594        0.0442        3792000 |               F
       5     [      13      15 ]      0.022989   -0.000751635  0.9594        0.0462        5460000 |               F
       6     [      13      15 ]      0.022989   -0.000751635  0.9594        0.0475        7432000 |               F
       7     [      13      15 ]      0.022989   -0.000751635  0.9594        0.0484        9328000 |               F
       8     [      13      15 ]      0.022989   -0.000751635  0.9594        0.0490       12436000 |               F
       9     [      13      15 ]      0.022989   -0.000751635  0.9594        0.0493       14648000 |               F
      10     [      13      15 ]      0.022989   -0.000751635  0.9594        0.0496       16184000 |               F
      11     [      13      15 ]      0.022989   -0.000751635  0.9594        0.0497       18292000 |               F
      12     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0498       21216000 |               F
      13     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       23680000 |               F
      14     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       25492000 |               F
      15     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       27160000 |               F
      16     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       29856000 |               F
      17     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       31664000 |               F
      18     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       33316000 |               F
      19     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       35524000 |               F
      20     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       37396000 |               F
      21     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       40572000 |               F
      22     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       43424000 |               F
      23     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       45356000 |               F
      24     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       47760000 |               F
      25     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       49560000 |               F
      26     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       51232000 |               F
