
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      13      15 ]      0.017532   -0.012301685  0.9692        0.0289         680000 |               F
       2     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0363        2052000 |               F
       3     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0411        2908000 |               F
       4     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0442        3820000 |               F
       5     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0462        5676000 |               F
       6     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0475        6648000 |               F
       7     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0484        8444000 |               F
       8     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0490        9572000 |               F
       9     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0493       10800000 |               F
      10     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0496       12340000 |               F
      11     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0497       14524000 |               F
      12     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0498       16072000 |               F
      13     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0499       18104000 |               F
      14     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       19496000 |               F
      15     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0499       21336000 |               F
      16     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       24316000 |               F
      17     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       27088000 |               F
      18     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       29492000 |               F
      19     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       31432000 |               F
      20     [       9      17 ]      0.015926   -0.000375061  0.9599        0.0500       33424000 |               F
      21     [       7      18 ]      0.014326   -0.000277861  0.9605        0.0500       35356000 |               F
      22     [       7      18 ]      0.014326   -0.000277861  0.9605        0.0500       38344000 |               F
      23     [       7      18 ]      0.014326   -0.000277861  0.9605        0.0500       40688000 |               F
      24     [       7      18 ]      0.014326   -0.000277861  0.9605        0.0500       43724000 |               F
      25     [       7      18 ]      0.014326   -0.000277861  0.9605        0.0500       45656000 |               F
      26     [       7      18 ]      0.014326   -0.000277861  0.9605        0.0500       48644000 |               F
      27     [       7      18 ]      0.014326   -0.000277861  0.9605        0.0500       51608000 |               F
