
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      44       4 ]      0.263985   -0.034844369  0.9299        0.0289         732000 |               F
       2     [      28       9 ]      0.087457   -0.002391063  0.9402        0.0363        2668000 |               F
       3     [      28       9 ]      0.087457   -0.002391063  0.9402        0.0411        4152000 |               F
       4     [      28       9 ]      0.087457   -0.002391063  0.9402        0.0442        4152000 |               F
       4     [      28       9 ]      0.087457   -0.002391063  0.9402        0.0442        5840000 |               F
       5     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0462        7272000 |               F
       6     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0475        8348000 |               F
       7     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0484        9876000 |               F
       8     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0490       11628000 |               F
       9     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0493       13656000 |               F
      10     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0496       16092000 |               F
      11     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0497       17036000 |               F
      12     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0498       18168000 |               F
      13     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       19936000 |               F
      14     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       20920000 |               F
      15     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       21892000 |               F
      16     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       23444000 |               F
      17     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       25196000 |               F
      18     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       26956000 |               F
      19     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       29108000 |               F
      20     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       29108000 |               F
      20     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       30304000 |               F
      21     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       32056000 |               F
      22     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       33164000 |               F
      23     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       34500000 |               F
      24     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       37480000 |               F
      25     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       37976000 |               F
      26     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       39848000 |               F
      27     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       41796000 |               F
      28     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       43728000 |               F
      29     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       46552000 |               F
      30     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       48744000 |               F
      31     [       3      20 ]      0.013320   -0.000355540  0.9669        0.0500       50620000 |               F
