
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0289         812000 |               F
       2     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0363        1406000 |               F
       3     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0411        2262000 |               F
       4     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0442        2844000 |               F
       5     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0462        4304000 |               F
       6     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0475        5042000 |               F
       7     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0484        5936000 |               F
       8     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0490        6894000 |               F
       9     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0493        6894000 |               F
       9     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0493        7704000 |               F
      10     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0496        8610000 |               F
      11     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0497       10080000 |               F
      12     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0498       11832000 |               F
      13     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       12880000 |               F
      14     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       13686000 |               F
      15     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0499       14634000 |               F
      16     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       15840000 |               F
      17     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       16872000 |               F
      18     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       18632000 |               F
      19     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       20166000 |               F
      20     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       21202000 |               F
      21     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       22184000 |               F
      22     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       23166000 |               F
      23     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       25010000 |               F
      24     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       25680000 |               F
      25     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       26762000 |               F
      26     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       27440000 |               F
      27     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       28222000 |               F
      28     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       29440000 |               F
      29     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       31430000 |               F
      30     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       32462000 |               F
      31     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       33554000 |               F
      32     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       34820000 |               F
      33     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       35626000 |               F
      34     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       37356000 |               F
      35     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       39384000 |               F
      36     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       41412000 |               F
      37     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       43416000 |               F
      38     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       44322000 |               F
      39     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       45200000 |               F
      40     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       46250000 |               F
      41     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       48194000 |               F
      42     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       49230000 |               F
      43     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       51306000 |               F
