
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      44       4 ]      0.263985   -0.034844369  0.9299        0.0289         860000 |               F
       2     [      38       6 ]      0.180231   -0.001703416  0.9282        0.0363        1712000 |               F
       3     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0411        3084000 |               F
       4     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0442        4844000 |               F
       5     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0462        6212000 |               F
       6     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0475        8580000 |               F
       7     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0484        9660000 |               F
       8     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0490       10768000 |               F
       9     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0493       12684000 |               F
      10     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0496       13724000 |               F
      11     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0497       14916000 |               F
      12     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0498       15832000 |               F
      13     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0499       17028000 |               F
      14     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0499       18884000 |               F
      15     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0499       20256000 |               F
      16     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       22084000 |               F
      17     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       23816000 |               F
      18     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       25124000 |               F
      19     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       27080000 |               F
      20     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       28628000 |               F
      21     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       29664000 |               F
      22     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       30648000 |               F
      23     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       31848000 |               F
      24     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       32848000 |               F
      25     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       33788000 |               F
      26     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       34788000 |               F
      27     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       36228000 |               F
      28     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       38052000 |               F
      29     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       38992000 |               F
      30     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       40192000 |               F
      31     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       41232000 |               F
      32     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       42172000 |               F
      33     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       44184000 |               F
      34     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       45384000 |               F
      35     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       46416000 |               F
      36     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       47752000 |               F
      37     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       48864000 |               F
      38     [       3      20 ]      0.013396   -0.000647950  0.9547        0.0500       51304000 |               F
