
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0289         748000 |               F
       2     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0363        2268000 |               F
       3     [      17      13 ]      0.030535   -0.005690757  0.9451        0.0411        4240000 |               F
       4     [      14      15 ]      0.023712   -0.004498216  0.9546        0.0442        6320000 |               F
       5     [      14      15 ]      0.023712   -0.004498216  0.9546        0.0462        7624000 |               F
       6     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0475        8736000 |               F
       7     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0484        9712000 |               F
       8     [       9      17 ]      0.016595   -0.000565560  0.9502        0.0490       11084000 |               F
       9     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0493       12120000 |               F
      10     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0496       13428000 |               F
      11     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0497       15420000 |               F
      12     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0498       16420000 |               F
      13     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0499       18244000 |               F
      14     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0499       19776000 |               F
      15     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0499       20776000 |               F
      16     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       22612000 |               F
      17     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       23920000 |               F
      18     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       26044000 |               F
      19     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       27348000 |               F
      20     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       28736000 |               F
      21     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       30124000 |               F
      22     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       32016000 |               F
      23     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       33388000 |               F
      24     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       34792000 |               F
      25     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       35792000 |               F
      26     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       37780000 |               F
      27     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       40092000 |               F
      28     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       42084000 |               F
      29     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       43124000 |               F
      30     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       45348000 |               F
      31     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       46576000 |               F
      32     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       48580000 |               F
      33     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       49780000 |               F
      34     [       5      19 ]      0.013838   -0.002514289  0.9616        0.0500       50888000 |               F
