
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0289         784000 |               F
       2     [      41       5 ]      0.215066   -0.007196282  0.9283        0.0363        1607200 |               F
       3     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0411        2696200 |               F
       4     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0442        4108000 |               F
       5     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0462        4861800 |               F
       6     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0475        5623800 |               F
       7     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0484        6703000 |               F
       8     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0490        7425000 |               F
       9     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0493        8506400 |               F
      10     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0496        9425600 |               F
      11     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0497        9425600 |               F
      11     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0497       10008400 |               F
      12     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0498       11026800 |               F
      13     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0499       11769600 |               F
      14     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0499       12821000 |               F
      15     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0499       13876800 |               F
      16     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       14573800 |               F
      17     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       15221800 |               F
      18     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       16570800 |               F
      19     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       17571200 |               F
      20     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       18309200 |               F
      21     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       19356000 |               F
      22     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       20443400 |               F
      23     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       21396200 |               F
      24     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       22416800 |               F
      25     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       23227800 |               F
      26     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       24212200 |               F
      27     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       25482000 |               F
      28     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       26242800 |               F
      29     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       27075400 |               F
      30     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       28059800 |               F
      31     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       29115600 |               F
      32     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       30172000 |               F
      33     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       31156400 |               F
      34     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       31901200 |               F
      35     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       32811200 |               F
      36     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       33868000 |               F
      37     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       34632200 |               F
      38     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       35753000 |               F
      39     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       36771800 |               F
      40     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       37536000 |               F
      41     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       38453600 |               F
      42     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       40417600 |               F
      43     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       41474000 |               F
      44     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       42516400 |               F
      45     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       43434000 |               F
      46     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       44480800 |               F
      47     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       45529800 |               F
      48     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       46585600 |               F
      49     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       46585600 |               F
      49     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       47878200 |               F
      50     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       48894600 |               F
      51     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       50827800 |               F
