
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0289         682800 |               F
       2     [      21      12 ]      0.042581   -0.045888796  0.9270        0.0363        1311200 |               F
       3     [      21      12 ]      0.037776   -0.057718913  0.9485        0.0411        2009000 |               F
       4     [      21      12 ]      0.037776   -0.057718913  0.9485        0.0442        2716600 |               F
       5     [      21      12 ]      0.037776   -0.057718913  0.9485        0.0462        3294000 |               F
       6     [      21      12 ]      0.037776   -0.057718913  0.9485        0.0475        4013800 |               F
       7     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0484        5109200 |               F
       8     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0490        5999600 |               F
       9     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0493        6639800 |               F
      10     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0496        7451000 |               F
      11     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0497        7606000 |               F
      12     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0498        8785800 |               F
      13     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499        9475400 |               F
      14     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499        9475400 |               F
      14     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499       10090000 |               F
      15     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499       10903800 |               F
      16     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       11970400 |               F
      17     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       12620200 |               F
      18     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       13545400 |               F
      19     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       14751200 |               F
      20     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       15577400 |               F
      21     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       16645400 |               F
      22     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       17926800 |               F
      23     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       18913800 |               F
      24     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       20221600 |               F
      25     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       21043400 |               F
      26     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       21750000 |               F
      27     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       22588600 |               F
      28     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       23536400 |               F
      29     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       24435200 |               F
      30     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       25215800 |               F
      31     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       26148200 |               F
      32     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       27108600 |               F
      33     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       27827600 |               F
      34     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       28762200 |               F
      35     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       29687400 |               F
      36     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       30464800 |               F
      37     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       31580400 |               F
      38     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       32654800 |               F
      39     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       33723800 |               F
      40     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       34786000 |               F
      41     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       35901600 |               F
      42     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       37209400 |               F
      43     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       38342200 |               F
      44     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       39513400 |               F
      45     [       6      18 ]      0.014604   -0.000358360  0.9506        0.0500       40583600 |               F
      46     [       3      20 ]      0.013523   -0.000302268  0.9545        0.0500       41533800 |               F
      47     [       3      20 ]      0.013523   -0.000302268  0.9545        0.0500       42526400 |               F
      48     [       3      20 ]      0.013523   -0.000302268  0.9545        0.0500       43541600 |               F
      49     [       3      20 ]      0.013523   -0.000302268  0.9545        0.0500       44383800 |               F
      50     [       3      20 ]      0.013523   -0.000302268  0.9545        0.0500       46516600 |               F
      51     [       3      20 ]      0.013523   -0.000302268  0.9545        0.0500       47548000 |               F
      52     [       3      20 ]      0.013523   -0.000302268  0.9545        0.0500       48522400 |               F
      53     [       3      20 ]      0.013523   -0.000302268  0.9545        0.0500       50688000 |               F
