
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0289         835800 |               F
       2     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0363        1387800 |               F
       3     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0411        2027800 |               F
       4     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0442        2199000 |               F
       5     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0462        2744600 |               F
       6     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0475        3415400 |               F
       7     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0484        4240000 |               F
       8     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0490        4840200 |               F
       9     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0493        6231200 |               F
      10     [      12      15 ]      0.023137   -0.001529316  0.9491        0.0496        7340600 |               F
      11     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0497        8182800 |               F
      12     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0498        9069000 |               F
      13     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0499        9693800 |               F
      14     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0499       11029400 |               F
      15     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0499       11638800 |               F
      16     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       12386800 |               F
      17     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       13083800 |               F
      18     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       14468200 |               F
      19     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       15190200 |               F
      20     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       15825600 |               F
      21     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       17093600 |               F
      22     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       17870200 |               F
      23     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       18647400 |               F
      24     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       19367800 |               F
      25     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       20368200 |               F
      26     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       20550400 |               F
      27     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       21381600 |               F
      28     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       22491200 |               F
      29     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       23315000 |               F
      30     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       24079400 |               F
      31     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       25378200 |               F
      32     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       26407800 |               F
      33     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       27360400 |               F
      34     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       28507400 |               F
      35     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       29232600 |               F
      36     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       30254800 |               F
      37     [       9      17 ]      0.016016   -0.001799890  0.9552        0.0500       31012200 |               F
      38     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       31988400 |               F
      39     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       32812200 |               F
      40     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       33921800 |               F
      41     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       35186600 |               F
      42     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       36077600 |               F
      43     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       37001200 |               F
      44     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       37923000 |               F
      45     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       38974600 |               F
      46     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       40543200 |               F
      47     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       41462800 |               F
      48     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       42587600 |               F
      49     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       42587600 |               F
      49     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       43452200 |               F
      50     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       44480000 |               F
      51     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       45671000 |               F
      52     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       46672400 |               F
      53     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       47899800 |               F
      54     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       49245600 |               F
      55     [       3      20 ]      0.013447   -0.000474613  0.9537        0.0500       50473000 |               F
