
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0289         655400 |               F
       2     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0363        1753000 |               F
       3     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0411        2565200 |               F
       4     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0442        3129000 |               F
       5     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0462        3734000 |               F
       6     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0475        4390200 |               F
       7     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0484        4949400 |               F
       8     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0490        5895000 |               F
       9     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0493        6515800 |               F
      10     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0496        7788200 |               F
      11     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0497        8387200 |               F
      12     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0498        9664000 |               F
      13     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499       11086800 |               F
      14     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499       11283400 |               F
      15     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499       12143200 |               F
      16     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       13287800 |               F
      17     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       14067200 |               F
      18     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       14787600 |               F
      19     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       15514000 |               F
      20     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0500       16547400 |               F
      21     [       6      18 ]      0.014453   -0.000432016  0.9511        0.0500       17564200 |               F
      22     [       6      18 ]      0.014453   -0.000432016  0.9511        0.0500       18576200 |               F
      23     [       6      18 ]      0.014453   -0.000432016  0.9511        0.0500       19265800 |               F
      24     [       6      18 ]      0.014453   -0.000432016  0.9511        0.0500       20569000 |               F
      25     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       21557400 |               F
      26     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       22569400 |               F
      27     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       23379600 |               F
      28     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       24779000 |               F
      29     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       24961200 |               F
      30     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       26198400 |               F
      31     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       26897000 |               F
      32     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       27851800 |               F
      33     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       28675600 |               F
      34     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       29721600 |               F
      35     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       30643400 |               F
      36     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       30643400 |               F
      36     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       31544800 |               F
      37     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       32440200 |               F
      38     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       32440200 |               F
      38     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       33501800 |               F
      39     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       34550000 |               F
      40     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       35689400 |               F
      41     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       37049400 |               F
      42     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       38269200 |               F
      43     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       39496200 |               F
      44     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       40560000 |               F
      45     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       41787400 |               F
      46     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       43010400 |               F
      47     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       44123400 |               F
      48     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       45134600 |               F
      49     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       46328200 |               F
      50     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       47389800 |               F
      51     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       48692600 |               F
      52     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       49991000 |               F
      53     [       5      19 ]      0.013485   -0.000195510  0.9495        0.0500       50979000 |               F
