
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0289         521600 |               F
       2     [      12      15 ]      0.017153   -0.002695307  0.9454        0.0363         521600 |               F
       2     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0363        1664800 |               F
       3     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0411        1861400 |               F
       4     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0442        2941600 |               F
       5     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0462        3801400 |               F
       6     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0475        4822600 |               F
       7     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0484        6198200 |               F
       8     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0490        7210200 |               F
       9     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0493        7899800 |               F
      10     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0496        9275400 |               F
      11     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0497       10261600 |               F
      12     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0498       11053200 |               F
      13     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0499       11685000 |               F
      14     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0499       12953000 |               F
      15     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0499       14337400 |               F
      16     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       15417600 |               F
      17     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       16339000 |               F
      18     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       17118400 |               F
      19     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       18198600 |               F
      20     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       18990200 |               F
      21     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       20103400 |               F
      22     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       20880600 |               F
      23     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       21551400 |               F
      24     [       4      19 ]      0.013717   -0.000458676  0.9548        0.0500       22539800 |               F
      25     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       23505800 |               F
      26     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       24920600 |               F
      27     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       25697800 |               F
      28     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       26557600 |               F
      29     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       27578000 |               F
      30     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       28594800 |               F
      31     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       29384200 |               F
      32     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       30345800 |               F
      33     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       31367000 |               F
      34     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       32355400 |               F
      35     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       33689200 |               F
      36     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       34675400 |               F
      37     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       35706600 |               F
      38     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       37935800 |               F
      39     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       38713000 |               F
      40     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       39791600 |               F
      41     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       41191600 |               F
      42     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       41977800 |               F
      43     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       43122400 |               F
      44     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       44202600 |               F
      45     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       45223800 |               F
      46     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       46636400 |               F
      47     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       48027400 |               F
      48     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       49044200 |               F
      49     [       3      20 ]      0.013498   -0.001065669  0.9696        0.0500       50538800 |               F
