
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      47       3 ]      0.327525   -1.568077695  0.9909        0.0289         551600 |               F
       2     [      28       9 ]      0.092784   -0.001401104  0.9272        0.0363        1126800 |               F
       3     [      28       9 ]      0.092784   -0.001401104  0.9272        0.0411        1682000 |               F
       4     [      28       9 ]      0.092784   -0.001401104  0.9272        0.0442        2579200 |               F
       5     [      28       9 ]      0.090786   -0.007684447  0.9395        0.0462        3571200 |               F
       6     [      28       9 ]      0.090786   -0.007684447  0.9395        0.0475        4516800 |               F
       7     [      18      13 ]      0.029996   -0.001039443  0.9386        0.0484        5314400 |               F
       8     [      18      13 ]      0.029996   -0.001039443  0.9386        0.0490        6388400 |               F
       9     [      18      13 ]      0.029996   -0.001039443  0.9386        0.0493        7048400 |               F
      10     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0496        8290400 |               F
      11     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0497        9240400 |               F
      12     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0498       10526000 |               F
      13     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0499       11715600 |               F
      14     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0499       12958000 |               F
      15     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0499       14064000 |               F
      16     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       15124000 |               F
      17     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       16066400 |               F
      18     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       17450800 |               F
      19     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       18735200 |               F
      20     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       20176000 |               F
      21     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       21311600 |               F
      22     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       22602000 |               F
      23     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       23641200 |               F
      24     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       24804000 |               F
      25     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       24804000 |               F
      25     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       25986000 |               F
      26     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       27371600 |               F
      27     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       28507200 |               F
      28     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       29689200 |               F
      29     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       31036800 |               F
      30     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       31881200 |               F
      31     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       33331600 |               F
      32     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       34511200 |               F
      33     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       36004400 |               F
      34     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       36946800 |               F
      35     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       37913600 |               F
      36     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       39204000 |               F
      37     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       40456800 |               F
      38     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       42093600 |               F
      39     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       43441200 |               F
      40     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       44725600 |               F
      41     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       45712800 |               F
      42     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       46914000 |               F
      43     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       47971200 |               F
      44     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       48913600 |               F
      45     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       50095600 |               F
