
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      37       6 ]      0.198635   -0.042820873  0.9173        0.0289         573600 |               F
       2     [      18      13 ]      0.029996   -0.001039443  0.9386        0.0363        1466400 |               F
       3     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0411        2645200 |               F
       4     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0442        3844000 |               F
       5     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0462        3844000 |               F
       5     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0462        4904000 |               F
       6     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0475        6286400 |               F
       7     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0484        6460400 |               F
       8     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0490        7338400 |               F
       9     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0493        8704800 |               F
      10     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0496        8704800 |               F
      10     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0496        9762400 |               F
      11     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0497       10668400 |               F
      12     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0498       11613200 |               F
      13     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0499       12673200 |               F
      14     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0499       13642400 |               F
      15     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0499       14898000 |               F
      16     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       15840400 |               F
      17     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       17206800 |               F
      18     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       18194000 |               F
      19     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       19347600 |               F
      20     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       20713200 |               F
      21     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       21830800 |               F
      22     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       22800000 |               F
      23     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       23706000 |               F
      24     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       24784000 |               F
      25     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       26069600 |               F
      26     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       26914000 |               F
      27     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       27880800 |               F
      28     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       29061600 |               F
      29     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       30338800 |               F
      30     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       31467200 |               F
      31     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       31604000 |               F
      32     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       33141600 |               F
      33     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       34430800 |               F
      34     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       35797200 |               F
      35     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       37081600 |               F
      36     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       38263600 |               F
      37     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       39384800 |               F
      38     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       40825600 |               F
      39     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       42188800 |               F
      40     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       43514800 |               F
      41     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       43514800 |               F
      41     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       44806400 |               F
      42     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       45863600 |               F
      43     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       46974000 |               F
      44     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       47940800 |               F
      45     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       49032800 |               F
      46     [       3      20 ]      0.013243   -0.001970455  0.9598        0.0500       50231600 |               F
