
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      34       7 ]      0.146128   -0.073332135  0.9321        0.0289         894800 |               F
       2     [      11      16 ]      0.018119   -0.001738592  0.9499        0.0363        2552800 |               F
       3     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0411        3497600 |               F
       4     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0442        4347600 |               F
       5     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0462        5290000 |               F
       6     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0475        5464000 |               F
       7     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0484        6653600 |               F
       8     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0490        7620400 |               F
       9     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0493        8616000 |               F
      10     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0496        9733600 |               F
      11     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0497       10790800 |               F
      12     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0498       11770800 |               F
      13     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0499       12848800 |               F
      14     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0499       14231200 |               F
      15     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0499       15228000 |               F
      16     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       16464000 |               F
      17     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       17406400 |               F
      18     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       18348800 |               F
      19     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       19444000 |               F
      20     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       20347600 |               F
      21     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       21253600 |               F
      22     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       22652400 |               F
      23     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       23694000 |               F
      24     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       25079600 |               F
      25     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       26322000 |               F
      26     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       27522000 |               F
      27     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       28579600 |               F
      28     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       28579600 |               F
      28     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       29595600 |               F
      29     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       30562400 |               F
      30     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       31744400 |               F
      31     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       32731600 |               F
      32     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       33806800 |               F
      33     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       35154400 |               F
      34     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       36211600 |               F
      35     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       37391200 |               F
      36     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       37565200 |               F
      37     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       38726800 |               F
      38     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       40019600 |               F
      39     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       41009200 |               F
      40     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       42198800 |               F
      41     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       43491600 |               F
      42     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       43665600 |               F
      43     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       45142000 |               F
      44     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       46202000 |               F
      45     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       47718000 |               F
      46     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       49244800 |               F
      47     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       50745200 |               F
