
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      28       9 ]      0.092784   -0.001401104  0.9272        0.0289         575200 |               F
       2     [      28       9 ]      0.092784   -0.001401104  0.9272        0.0363         575200 |               F
       2     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0363        1865600 |               F
       3     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0411        2834800 |               F
       4     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0442        3710800 |               F
       5     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0462        4788800 |               F
       6     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0475        6154000 |               F
       7     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0484        7014400 |               F
       8     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0490        8072000 |               F
       9     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0493        9206400 |               F
      10     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0496       10263600 |               F
      11     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0497       11338800 |               F
      12     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0498       12422400 |               F
      13     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0499       13808000 |               F
      14     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0499       14865200 |               F
      15     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0499       16101200 |               F
      16     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       16978000 |               F
      17     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       17947200 |               F
      18     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       17947200 |               F
      18     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       18897200 |               F
      19     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       20061200 |               F
      20     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       20198000 |               F
      21     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       21638800 |               F
      22     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       22986400 |               F
      23     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       24279200 |               F
      24     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       25480400 |               F
      25     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       26616000 |               F
      26     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       26616000 |               F
      26     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       27903600 |               F
      27     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       28978800 |               F
      28     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       30472000 |               F
      29     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       31468800 |               F
      30     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       32526000 |               F
      31     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       33750400 |               F
      32     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       35191200 |               F
      33     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       36406800 |               F
      34     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       37464400 |               F
      35     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       38753600 |               F
      36     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       40280400 |               F
      37     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       41410000 |               F
      38     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       42513600 |               F
      39     [       9      17 ]      0.015691   -0.000613434  0.9488        0.0500       43695600 |               F
      40     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       44638000 |               F
      41     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       46020400 |               F
      42     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       47538800 |               F
      43     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       48799200 |               F
      44     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       49902800 |               F
      45     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0500       50960400 |               F
