
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      11      16 ]      0.018119   -0.001738592  0.9499        0.0289        1070800 |               F
       2     [      11      16 ]      0.018119   -0.001738592  0.9499        0.0363        2163600 |               F
       3     [      11      16 ]      0.018119   -0.001738592  0.9499        0.0411        3545600 |               F
       4     [      11      16 ]      0.018119   -0.001738592  0.9499        0.0442        4388400 |               F
       5     [      11      16 ]      0.018119   -0.001738592  0.9499        0.0462        5268000 |               F
       6     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0475        6210400 |               F
       7     [       6      18 ]      0.013949   -0.000132773  0.9481        0.0484        7087200 |               F
       8     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0490        7990800 |               F
       9     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0493        9189600 |               F
      10     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0496       10134400 |               F
      11     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0497       10308400 |               F
      12     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0498       11205600 |               F
      13     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0499       12494800 |               F
      14     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0499       13444800 |               F
      15     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0499       14432000 |               F
      16     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       15633200 |               F
      17     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       16998400 |               F
      18     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       18364800 |               F
      19     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       19525200 |               F
      20     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       20714800 |               F
      21     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       21681600 |               F
      22     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       23141200 |               F
      23     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       24600800 |               F
      24     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       25548000 |               F
      25     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       26895600 |               F
      26     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       28388800 |               F
      27     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       29904800 |               F
      28     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       31033200 |               F
      29     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       32215200 |               F
      30     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       33283600 |               F
      31     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       33283600 |               F
      31     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       34803200 |               F
      32     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       36039200 |               F
      33     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       37576800 |               F
      34     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       38962400 |               F
      35     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       40066000 |               F
      36     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       41352800 |               F
      37     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       42700400 |               F
      38     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       44086000 |               F
      39     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       45268000 |               F
      40     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       46708800 |               F
      41     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       47766000 |               F
      42     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       48716000 |               F
      43     [       5      19 ]      0.013319   -0.001529766  0.9534        0.0500       50175600 |               F
