
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0289        2450400 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        2450400 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        2450400 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        2450400 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        2450400 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        4900800 |               F
       3     [      13       3 ]      0.172056   -0.000030459  0.9582        0.0411        6240800 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       11118400 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       15982400 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       19446800 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       22922800 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       27662400 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       27977600 |               F
      10     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0496       32848400 |               F
