
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0289        2450400 |               F
       2     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0363        8236000 |               F
       3     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0411       11700400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       11700400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       15175600 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       15175600 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       20046400 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       20046400 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       20046400 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       24807200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       24807200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       24807200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       24807200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       24807200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       28271600 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       28271600 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       33136000 |               F
