
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1                 NONE                                                                0.0289              0 |                                            -
       1                 NONE                                                                0.0289              0 |                                            -
       1                 NONE                                                                0.0289              0 |                                            -
       1                 NONE                                                                0.0289              0 |                                            -
       1     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0289        4748800 |               F
       2     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0363        5064000 |               F
       3     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0411        9928000 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       10243200 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       10243200 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       14983600 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       19861600 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       24622800 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       24622800 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       24622800 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       29362800 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       29362800 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       29362800 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       32837200 |               F
