
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0289        2450400 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        4901600 |               F
       3     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0411       10796400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       10796400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       10796400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       10796400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       11111600 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       15989600 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       20730000 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       24206000 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       27670400 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       32459200 |               F
