
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1                 NONE                                                                0.0289              0 |                                            -
       1                 NONE                                                                0.0289              0 |                                            -
       1     [      19       0 ]      1.000000   -0.500000000  1.0000        0.0289         315200 |               F
       2     [      19       0 ]      1.000000   -0.500000000  1.0000        0.0363         315200 |               F
       2     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0363        5064800 |               F
       3     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0411        8540400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442        8540400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       13418000 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       18158400 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       22933200 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       26409200 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       31273600 |               F
