
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0289        2450400 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        4900000 |               F
       3     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0411       10664400 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       10979600 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       14443600 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       14443600 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       14758800 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       18234000 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       18234000 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       18234000 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       23111600 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       27976000 |               F
      10     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0496       28291200 |               F
      11     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0497       33162000 |               F
