
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0289        2444000 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        2444000 |               F
       2     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0363        4895200 |               F
       3     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0411        7334800 |               F
       4     [      13       3 ]      0.171396   -0.000533618  0.9663        0.0442        7334800 |               F
       4     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0442       13244000 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       13244000 |               F
       5     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0462       16719200 |               F
       6     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0475       21583600 |               F
       7     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0484       25058800 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       25058800 |               F
       8     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0490       28535200 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       28535200 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       28535200 |               F
       9     [      12       4 ]      0.170983   -0.000033902  0.9600        0.0493       33382400 |               F
