
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      17       1 ]      0.212952   -0.000336231  0.9615        0.0289        4034000 |               F
       2     [      17       1 ]      0.212952   -0.000336231  0.9615        0.0363        4034000 |               F
       2     [      17       1 ]      0.212952   -0.000336231  0.9615        0.0363        4034000 |               F
       2     [      17       1 ]      0.212952   -0.000336231  0.9615        0.0363        4034000 |               F
       2     [      17       1 ]      0.212952   -0.000336231  0.9615        0.0363        4034000 |               F
       2     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0363        8666000 |               F
       3     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0411        9202000 |               F
       4     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0442       13830000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       13830000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       21644000 |               F
       6     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0475       26246000 |               F
       7     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0484       26782000 |               F
       8     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0490       30812000 |               F
