
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1                 NONE                                                                0.0289              0 |                                            -
       1     [      19       0 ]      1.000000   -0.500000000  1.0000        0.0289         536000 |               F
       2     [      17       1 ]      0.212952   -0.000336231  0.9615        0.0363        4570000 |               F
       3     [      17       1 ]      0.212952   -0.000336231  0.9615        0.0411        4570000 |               F
       3     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0411        8996000 |               F
       4     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0442       13496000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       17526000 |               F
       6     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0475       17526000 |               F
       6     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0475       22026000 |               F
       7     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0484       22026000 |               F
       7     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0484       26628000 |               F
       8     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0490       31260000 |               F
