
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0289        2906000 |               F
       2     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0363        5164000 |               F
       3     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0411        5700000 |               F
       4     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0442       10126000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       10126000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       10126000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       10126000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       10126000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       10126000 |               F
       5     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0462       10662000 |               F
       6     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0475       10662000 |               F
       6     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0475       14692000 |               F
       7     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0484       18722000 |               F
       8     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0490       22758000 |               F
       9     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0493       22758000 |               F
       9     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0493       23294000 |               F
      10     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0496       27326000 |               F
      11     [      12       4 ]      0.172086   -0.000215451  0.9828        0.0497       31356000 |               F
