
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1                 NONE                                                                0.0289              0 |                                            -
       1                 NONE                                                                0.0289              0 |                                            -
       1     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0289        2778000 |               F
       2     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0363        5664000 |               F
       3     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0411        8442000 |               F
       4     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0442       11182000 |               F
       5     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0462       13996000 |               F
       6     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0475       13996000 |               F
       6     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0475       16774000 |               F
       7     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0484       16774000 |               F
       7     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0484       22902000 |               F
       8     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0490       22902000 |               F
       8     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0490       22902000 |               F
       8     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0490       29030000 |               F
       9     [      12       4 ]      0.171714   -0.000186513  0.9645        0.0493       31870000 |               F
