
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      21      12 ]      0.052913   -0.001695522  0.9427        0.0289        1152000 |               F
       2     [      21      12 ]      0.052913   -0.001695522  0.9427        0.0363        1862000 |               F
       3     [      21      12 ]      0.052913   -0.001695522  0.9427        0.0411        2972000 |               F
       4     [      21      12 ]      0.052913   -0.001695522  0.9427        0.0442        3716000 |               F
       5     [      13      15 ]      0.022286   -0.000275202  0.9426        0.0462        4804000 |               F
       6     [      13      15 ]      0.022286   -0.000275202  0.9426        0.0475        5790000 |               F
       7     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0484        7672000 |               F
       8     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0490        9300000 |               F
       9     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0493       10830000 |               F
      10     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0496       12718000 |               F
      11     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0497       13812000 |               F
      12     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0498       15264000 |               F
      13     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0499       16670000 |               F
      14     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0499       18292000 |               F
      15     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0499       19886000 |               F
      16     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       21298000 |               F
      17     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       22474000 |               F
      18     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       23662000 |               F
      19     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       25082000 |               F
      20     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       26384000 |               F
      21     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       27514000 |               F
      22     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       28784000 |               F
      23     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       30012000 |               F
      24     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       31446000 |               F
      25     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       32814000 |               F
      26     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       34084000 |               F
      27     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       35490000 |               F
      28     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       36664000 |               F
      29     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       38050000 |               F
      30     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       39642000 |               F
      31     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       41598000 |               F
      32     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       41598000 |               F
      32     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       43280000 |               F
      33     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       45254000 |               F
      34     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       47318000 |               F
      35     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       48724000 |               F
      36     [       5      19 ]      0.013402   -0.000110116  0.9530        0.0500       50788000 |               F
