
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      52       1 ]      0.575827   -0.287537953  0.9620        0.0289         762000 |               F
       2     [      38       6 ]      0.186731   -0.093670796  0.9497        0.0363        1474000 |               F
       3     [      38       6 ]      0.186731   -0.093670796  0.9497        0.0411        3354000 |               F
       4     [      38       6 ]      0.186731   -0.093670796  0.9497        0.0442        4472000 |               F
       5     [      38       6 ]      0.186731   -0.093670796  0.9497        0.0462        5426000 |               F
       6     [      38       6 ]      0.186731   -0.093670796  0.9497        0.0475        6192000 |               F
       7     [      38       6 ]      0.186731   -0.093670796  0.9497        0.0484        8104000 |               F
       8     [      21      12 ]      0.052913   -0.001695522  0.9427        0.0490        9310000 |               F
       9     [      13      15 ]      0.022286   -0.000275202  0.9426        0.0493       10432000 |               F
      10     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0496       11132000 |               F
      11     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0497       12752000 |               F
      12     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0498       14120000 |               F
      13     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0499       16030000 |               F
      14     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0499       17088000 |               F
      15     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0499       18948000 |               F
      16     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0500       21306000 |               F
      17     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0500       23662000 |               F
      18     [      13      15 ]      0.023411   -0.000035306  0.9522        0.0500       25004000 |               F
      19     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       26438000 |               F
      20     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       27626000 |               F
      21     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       29554000 |               F
      22     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       30814000 |               F
      23     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       32674000 |               F
      24     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       35062000 |               F
      25     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       37006000 |               F
      26     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       38300000 |               F
      27     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       40050000 |               F
      28     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       41344000 |               F
      29     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       41596000 |               F
      30     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       43030000 |               F
      31     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       43030000 |               F
      31     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       44592000 |               F
      32     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       46210000 |               F
      33     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       46210000 |               F
      33     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       47740000 |               F
      34     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       49126000 |               F
      35     [       7      18 ]      0.014297   -0.001757067  0.9611        0.0500       50494000 |               F
