
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      38       3 ]      0.624700   -0.000216311  0.9521        0.0289        4330800 |               F
       2     [      19      12 ]      0.194278   -0.000466697  0.9525        0.0363        5401600 |               F
       3     [      19      12 ]      0.194278   -0.000466697  0.9525        0.0411        9730000 |               F
       4     [      19      12 ]      0.194278   -0.000466697  0.9525        0.0442       12582000 |               F
       5     [      19      12 ]      0.194278   -0.000466697  0.9525        0.0462       14309600 |               F
       6     [      19      12 ]      0.194278   -0.000466697  0.9525        0.0475       16259200 |               F
       7     [      10      18 ]      0.161864   -0.022784465  1.0000        0.0484       16937200 |               F
       8     [      10      18 ]      0.161864   -0.022784465  1.0000        0.0490       18754000 |               F
       9     [      10      18 ]      0.161864   -0.022784465  1.0000        0.0493       23084800 |               F
      10     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0496       24280000 |               F
      11     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0497       25093200 |               F
      12     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0498       29424000 |               F
      13     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0499       30706800 |               F
      14     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0499       33558800 |               F
      15     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0499       36666400 |               F
      16     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       37842800 |               F
      17     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       39092000 |               F
      18     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       39092000 |               F
      18     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       40893200 |               F
      19     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       45224000 |               F
      20     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       47117600 |               F
      21     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       49067200 |               F
      22     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       49301600 |               F
      23     [       8      19 ]      0.160485   -0.000060787  0.9539        0.0500       50514000 |               F
