
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      19      12 ]      0.189716   -0.000831410  0.9328        0.0289         619200 |               F
       2     [      19      12 ]      0.189716   -0.000831410  0.9328        0.0363        1205600 |               F
       3     [      10      18 ]      0.162808   -0.001444913  0.9622        0.0411        1820400 |               F
       4     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0442        3360000 |               F
       5     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0462        4016000 |               F
       6     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0475        4016000 |               F
       6     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0475        5426800 |               F
       7     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0484        6170400 |               F
       8     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0490        7468400 |               F
       9     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0493        8519600 |               F
      10     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0496        8519600 |               F
      10     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0496        9263200 |               F
      11     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0497        9263200 |               F
      11     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0497       10012800 |               F
      12     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0498       10762400 |               F
      13     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0499       12174400 |               F
      14     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0499       13528800 |               F
      15     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0499       14284400 |               F
      16     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       15771600 |               F
      17     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       17126000 |               F
      18     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       17126000 |               F
      18     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       18410400 |               F
      19     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       19877200 |               F
      20     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       21364400 |               F
      21     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       22647600 |               F
      22     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       23945600 |               F
      23     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       25320400 |               F
      24     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       26754000 |               F
      25     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       28187600 |               F
      26     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       29506000 |               F
      27     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       31478400 |               F
      28     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       33847600 |               F
      29     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       37398800 |               F
      30     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       38696800 |               F
      31     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0500       39962000 |               F
      32     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       40782800 |               F
      33     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       42794800 |               F
      34     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       43582000 |               F
      35     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       45066800 |               F
      36     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       46533600 |               F
      37     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       47690000 |               F
      38     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       47690000 |               F
      38     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       49156800 |               F
      39     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       49156800 |               F
      39     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       50623600 |               F
