
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      19      12 ]      0.189716   -0.000831410  0.9328        0.0289         589200 |               F
       2     [      19      12 ]      0.191837   -0.000508610  0.9428        0.0363        2002800 |               F
       3     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0411        2656400 |               F
       4     [      10      18 ]      0.163404   -0.000152457  0.9434        0.0442        3974800 |               F
       5     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0462        4765600 |               F
       6     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0475        5509200 |               F
       7     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0484        6300000 |               F
       8     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0490        7086000 |               F
       9     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0493        7086000 |               F
       9     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0493        7875600 |               F
      10     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0496        8672000 |               F
      11     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0497        9360400 |               F
      12     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0498       10110000 |               F
      13     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0499       10853600 |               F
      14     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0499       11644400 |               F
      15     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0499       12485600 |               F
      16     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       16036800 |               F
      17     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       16871600 |               F
      18     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       18169600 |               F
      19     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       19467600 |               F
      20     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       20360400 |               F
      21     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       21490400 |               F
      22     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       22811200 |               F
      23     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       25494800 |               F
      24     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       26869600 |               F
      25     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       30438800 |               F
      26     [       8      19 ]      0.163296   -0.001017553  0.9535        0.0500       31704000 |               F
      27     [       8      19 ]      0.160768   -0.000027466  0.9628        0.0500       33724800 |               F
      28     [       8      19 ]      0.160768   -0.000027466  0.9628        0.0500       36561200 |               F
      29     [       8      19 ]      0.160768   -0.000027466  0.9628        0.0500       41592000 |               F
      30     [       8      19 ]      0.160768   -0.000027466  0.9628        0.0500       44464400 |               F
      31     [       8      19 ]      0.160768   -0.000027466  0.9628        0.0500       47413200 |               F
      32     [       8      19 ]      0.160768   -0.000027466  0.9628        0.0500       48622000 |               F
      33     [       8      19 ]      0.160768   -0.000027466  0.9628        0.0500       52433600 |               F
