
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      21      11 ]      0.206772   -0.001686555  0.9431        0.0289        2376000 |               F
       2     [      21      11 ]      0.206772   -0.001686555  0.9431        0.0363        3118000 |               F
       3     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0411        4966000 |               F
       4     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0442        6174000 |               F
       5     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0462        7934000 |               F
       6     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0475        9754000 |               F
       7     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0484       10848000 |               F
       8     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0490       11686000 |               F
       9     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0493       12874000 |               F
      10     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0496       13934000 |               F
      11     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0497       15156000 |               F
      12     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0498       16300000 |               F
      13     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0499       17754000 |               F
      14     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0499       20164000 |               F
      15     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0499       20164000 |               F
      15     [       9      18 ]      0.160860   -0.000212010  0.9438        0.0499       21984000 |               F
      16     [       9      18 ]      0.160369   -0.000131050  0.9546        0.0500       22640000 |               F
      17     [       9      18 ]      0.160369   -0.000131050  0.9546        0.0500       24184000 |               F
      18     [       9      18 ]      0.160369   -0.000131050  0.9546        0.0500       25674000 |               F
      19     [       9      18 ]      0.160369   -0.000131050  0.9546        0.0500       27326000 |               F
      20     [       9      18 ]      0.160369   -0.000131050  0.9546        0.0500       28926000 |               F
      21     [       9      18 ]      0.160369   -0.000131050  0.9546        0.0500       31812000 |               F
      22     [       9      18 ]      0.160369   -0.000131050  0.9546        0.0500       34636000 |               F
      23     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       36082000 |               F
      24     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       37710000 |               F
      25     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       37710000 |               F
      25     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       38894000 |               F
      26     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       40498000 |               F
      27     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       42096000 |               F
      28     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       43724000 |               F
      29     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       45294000 |               F
      30     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       46646000 |               F
      31     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       46646000 |               F
      31     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       46646000 |               F
      31     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       47970000 |               F
      32     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       49686000 |               F
      33     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       51402000 |               F
