
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [       8      19 ]      0.160524   -0.000979758  0.9526        0.0289        1004000 |               F
       2     [       8      19 ]      0.160524   -0.000979758  0.9526        0.0363        2008000 |               F
       3     [       8      19 ]      0.160524   -0.000979758  0.9526        0.0411        3198000 |               F
       4     [       8      19 ]      0.160524   -0.000979758  0.9526        0.0442        5608000 |               F
       5     [       8      19 ]      0.160524   -0.000979758  0.9526        0.0462        6350000 |               F
       6     [       8      19 ]      0.160524   -0.000979758  0.9526        0.0475        7742000 |               F
       7     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0484        8414000 |               F
       8     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0490        9938000 |               F
       9     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0493       10998000 |               F
      10     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0496       10998000 |               F
      10     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0496       10998000 |               F
      10     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0496       10998000 |               F
      10     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0496       12514000 |               F
      11     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0497       14030000 |               F
      12     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0498       14282000 |               F
      13     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0499       16000000 |               F
      14     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0499       17654000 |               F
      15     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0499       18800000 |               F
      16     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       20238000 |               F
      17     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       21838000 |               F
      18     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       23374000 |               F
      19     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       25242000 |               F
      20     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       27510000 |               F
      21     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       29046000 |               F
      22     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       30794000 |               F
      23     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       33680000 |               F
      24     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       34964000 |               F
      25     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       36582000 |               F
      26     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       36582000 |               F
      26     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       38274000 |               F
      27     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       39708000 |               F
      28     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       41144000 |               F
      29     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       42906000 |               F
      30     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       44570000 |               F
      31     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       46110000 |               F
      32     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       47680000 |               F
      33     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       49284000 |               F
      34     [       8      19 ]      0.160328   -0.000098491  0.9550        0.0500       50968000 |               F
