
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1                 NONE                                                                0.0289              0 |                                            -
       1     [      14       3 ]      0.171942   -0.000107888  0.9526        0.0289        2176400 |               F
       2     [      14       3 ]      0.171942   -0.000107888  0.9526        0.0363        2176400 |               F
       2     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0363       11017600 |               F
       3     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0411       14235600 |               F
       4     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0442       19374400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462       19374400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462       19374400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462       24513200 |               F
       6     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0475       27731200 |               F
       7     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0484       35527200 |               F
