
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      14       3 ]      0.171942   -0.000107888  0.9526        0.0289        2190800 |               F
       2     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0363        3567600 |               F
       3     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0411        3902800 |               F
       4     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0442        8920400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462        8920400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462        8920400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462        8920400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462        8920400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462        8920400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462        9255600 |               F
       6     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0475        9255600 |               F
       6     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0475       17051600 |               F
       7     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0484       24847600 |               F
       8     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0490       32647200 |               F
