
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0289        7793600 |               F
       2     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0363        7793600 |               F
       2     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0363       11026000 |               F
       3     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0411       18822000 |               F
       4     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0442       18822000 |               F
       4     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0442       18822000 |               F
       4     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0442       26618000 |               F
       5     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0462       26618000 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462       31904000 |               F
