
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1                 NONE                                                                0.0289              0 |                                            -
       1     [      14       3 ]      0.171942   -0.000107888  0.9526        0.0289        2190800 |               F
       2     [      14       3 ]      0.171942   -0.000107888  0.9526        0.0363        4367200 |               F
       3     [      14       3 ]      0.171942   -0.000107888  0.9526        0.0411        4367200 |               F
       3     [      14       3 ]      0.171942   -0.000107888  0.9526        0.0411        6541200 |               F
       4     [      14       3 ]      0.171942   -0.000107888  0.9526        0.0442        6541200 |               F
       4     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0442       12757600 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462       17849600 |               F
       6     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0475       17849600 |               F
       6     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0475       25648000 |               F
       7     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0484       25648000 |               F
       7     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0484       25648000 |               F
       7     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0484       33445200 |               F
