
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0289        1071600 |               F
       2     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0363        2162400 |               F
       3     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0411        3744800 |               F
       4     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0442        4469600 |               F
       5     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0462        4469600 |               F
       5     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0462        5104800 |               F
       6     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0475        6108400 |               F
       7     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0484        6749600 |               F
       8     [       9      18 ]      0.159780   -0.000901985  0.9645        0.0490        7485600 |               F
       9     [       9      18 ]      0.159780   -0.000901985  0.9645        0.0493        8210400 |               F
      10     [       9      18 ]      0.159780   -0.000901985  0.9645        0.0496        8917600 |               F
      11     [       9      18 ]      0.159780   -0.000901985  0.9645        0.0497        8917600 |               F
      11     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0497       10013600 |               F
      12     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0498       11726000 |               F
      13     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0499       13573600 |               F
      14     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0499       15425200 |               F
      15     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0499       15425200 |               F
      15     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0499       17017200 |               F
      16     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0500       19326400 |               F
      17     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0500       19326400 |               F
      17     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0500       19770000 |               F
      18     [       9      18 ]      0.159747   -0.000013818  0.9574        0.0500       19770000 |               F
      18     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       22057200 |               F
      19     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       23667600 |               F
      20     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       25247600 |               F
      21     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       26953600 |               F
      22     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       26953600 |               F
      22     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       29273600 |               F
      23     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       31572000 |               F
      24     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       33352000 |               F
      25     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       35025200 |               F
      26     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       36532000 |               F
      27     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       38830400 |               F
      28     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       41117600 |               F
      29     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       43724000 |               F
      30     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       46342800 |               F
      31     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       47849600 |               F
      32     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       49674800 |               F
      33     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       51295600 |               F
