
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0289        1004400 |               F
       2     [       8      19 ]      0.159860   -0.001391487  0.9646        0.0363        1643200 |               F
       3     [       8      19 ]      0.159860   -0.001391487  0.9646        0.0411        2165200 |               F
       4     [       8      19 ]      0.159860   -0.001391487  0.9646        0.0442        2908000 |               F
       5     [       8      19 ]      0.159860   -0.001391487  0.9646        0.0462        3679600 |               F
       6     [       8      19 ]      0.159860   -0.001391487  0.9646        0.0475        4422400 |               F
       7     [       8      19 ]      0.159860   -0.001391487  0.9646        0.0484        4422400 |               F
       7     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0484        5998800 |               F
       8     [      11      17 ]      0.159840   -0.000326246  0.9439        0.0490        6621200 |               F
       9     [       8      19 ]      0.162983   -0.000427571  0.9556        0.0493        8422400 |               F
      10     [       8      19 ]      0.162983   -0.000427571  0.9556        0.0496        9394400 |               F
      11     [       8      19 ]      0.162983   -0.000427571  0.9556        0.0497       10949600 |               F
      12     [       8      19 ]      0.162983   -0.000427571  0.9556        0.0498       12504800 |               F
      13     [       8      19 ]      0.162983   -0.000427571  0.9556        0.0499       13566000 |               F
      14     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0499       14613200 |               F
      15     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0499       16915600 |               F
      16     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       19214000 |               F
      17     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       20752000 |               F
      18     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       22652000 |               F
      19     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       24319200 |               F
      20     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       26170800 |               F
      21     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       26486000 |               F
      22     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       28029600 |               F
      23     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       29500800 |               F
      24     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       31122000 |               F
      25     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       32623200 |               F
      26     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       34910400 |               F
      27     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       37516800 |               F
      28     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       39196000 |               F
      29     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       41067600 |               F
      30     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       41067600 |               F
      30     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       42950400 |               F
      31     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       44801600 |               F
      32     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       46318400 |               F
      33     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       48190800 |               F
      34     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       49776400 |               F
      35     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       52527200 |               F
