
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      28       7 ]      0.337130   -0.001301661  0.9381        0.0289         834000 |               F
       2     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0363        1552800 |               F
       3     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0411        1552800 |               F
       3     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0411        2380400 |               F
       4     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0442        3022800 |               F
       5     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0462        3730000 |               F
       6     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0475        4557600 |               F
       7     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0484        5334800 |               F
       8     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0490        6059600 |               F
       9     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0493        6688400 |               F
      10     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0496        7330000 |               F
      11     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0497        8341600 |               F
      12     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0498        8983200 |               F
      13     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0499        9760400 |               F
      14     [      20      11 ]      0.202315   -0.001371699  0.9383        0.0499       10480800 |               F
      15     [      20      11 ]      0.216443   -0.000164116  0.9570        0.0499       11802800 |               F
      16     [      20      11 ]      0.216443   -0.000164116  0.9570        0.0500       11802800 |               F
      16     [      20      11 ]      0.216443   -0.000164116  0.9570        0.0500       11802800 |               F
      16     [      20      11 ]      0.216443   -0.000164116  0.9570        0.0500       13383200 |               F
      17     [      20      11 ]      0.216443   -0.000164116  0.9570        0.0500       14986400 |               F
      18     [      11      17 ]      0.160338   -0.000353437  0.9636        0.0500       16838000 |               F
      19     [      11      17 ]      0.160338   -0.000353437  0.9636        0.0500       18499200 |               F
      20     [      11      17 ]      0.160338   -0.000353437  0.9636        0.0500       18942800 |               F
      21     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       21241200 |               F
      22     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       23528400 |               F
      23     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       25309200 |               F
      24     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       27203600 |               F
      25     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       28806800 |               F
      26     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       31425600 |               F
      27     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       33012400 |               F
      28     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       34901600 |               F
      29     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       37502000 |               F
      30     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       39332000 |               F
      31     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       41681600 |               F
      32     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       43546800 |               F
      33     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       45232000 |               F
      34     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       46823600 |               F
      35     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       48677600 |               F
      36     [       8      19 ]      0.159645   -0.000109398  0.9629        0.0500       51284000 |               F
