
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0289        7793600 |               F
       2     [      14       3 ]      0.171944   -0.000107072  0.9615        0.0363        7793600 |               F
       2     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0363       13038800 |               F
       3     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0411       13038800 |               F
       3     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0411       16142400 |               F
       4     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0442       16142400 |               F
       4     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0442       23938400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462       23938400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462       23938400 |               F
       5     [      12       4 ]      0.171134   -0.000066137  0.9627        0.0462       31735600 |               F
