
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      16       1 ]      0.208856   -0.000130555  0.9480        0.0289        1199200 |               F
       2     [      16       1 ]      0.208856   -0.000130555  0.9480        0.0363        2396000 |               F
       3     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0411        4188400 |               F
       4     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0442        4325200 |               F
       5     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0462        6501600 |               F
       6     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0475        6501600 |               F
       6     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0475        6638400 |               F
       7     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0484        7837600 |               F
       8     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0490        7837600 |               F
       8     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0490        7837600 |               F
       8     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0490        7837600 |               F
       8     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0490        9814800 |               F
       9     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0493        9951600 |               F
      10     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0496       12128000 |               F
      11     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0497       14190000 |               F
      12     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0498       16380800 |               F
      13     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0499       18295600 |               F
      14     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0499       18432400 |               F
      15     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0499       18432400 |               F
      15     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0499       18432400 |               F
      15     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0499       18432400 |               F
      15     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0499       18432400 |               F
      15     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0499       20453600 |               F
      16     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       20453600 |               F
      16     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       22321600 |               F
      17     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       22321600 |               F
      17     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       24342800 |               F
      18     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       26360800 |               F
      19     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       26360800 |               F
      19     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       26360800 |               F
      19     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       26360800 |               F
      19     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       26360800 |               F
      19     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       26497600 |               F
      20     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       26497600 |               F
      20     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       28678800 |               F
      21     [      12       4 ]      0.171323   -0.000420609  0.9703        0.0500       30546800 |               F
