
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      50       2 ]      0.428221   -0.036477223  0.9483        0.0289        1222000 |               F
       2     [      26      10 ]      0.080743   -0.041598770  0.9470        0.0363        3689600 |               F
       3     [      26      10 ]      0.080743   -0.041598770  0.9470        0.0411        4915200 |               F
       4     [      26      10 ]      0.080743   -0.041598770  0.9470        0.0442        5674000 |               F
       5     [      26      10 ]      0.080743   -0.041598770  0.9470        0.0462        6948400 |               F
       6     [      26      10 ]      0.080743   -0.041598770  0.9470        0.0475        7888000 |               F
       7     [      26      10 ]      0.080743   -0.041598770  0.9470        0.0484       10356800 |               F
       8     [       9      17 ]      0.015582   -0.000124970  0.9427        0.0490       11222000 |               F
       9     [       9      17 ]      0.015655   -0.000161144  0.9526        0.0493       13046800 |               F
      10     [       9      17 ]      0.015655   -0.000161144  0.9526        0.0496       14731200 |               F
      11     [       9      17 ]      0.015655   -0.000161144  0.9526        0.0497       16192000 |               F
      12     [       9      17 ]      0.015655   -0.000161144  0.9526        0.0498       17277200 |               F
      13     [       9      17 ]      0.015655   -0.000161144  0.9526        0.0499       19164000 |               F
      14     [       9      17 ]      0.015655   -0.000161144  0.9526        0.0499       20174400 |               F
      15     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0499       21556800 |               F
      16     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       23164800 |               F
      17     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       24849200 |               F
      18     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       26402000 |               F
      19     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       27805200 |               F
      20     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       29496800 |               F
      21     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       31380000 |               F
      22     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       32940000 |               F
      23     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       32940000 |               F
      23     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       34520000 |               F
      24     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       35927600 |               F
      25     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       37330800 |               F
      26     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       38928000 |               F
      27     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       40246400 |               F
      28     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       41633600 |               F
      29     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       43193600 |               F
      30     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       44683600 |               F
      31     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       46048000 |               F
      32     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       47456800 |               F
      33     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       49148400 |               F
      34     [       7      18 ]      0.013898   -0.001308537  0.9578        0.0500       50806400 |               F
