
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      13      15 ]      0.022848   -0.003473123  0.9439        0.0289         577600 |               F
       2     [      13      15 ]      0.022848   -0.003473123  0.9439        0.0363        1482400 |               F
       3     [      13      15 ]      0.022848   -0.003473123  0.9439        0.0411        3995600 |               F
       4     [      13      15 ]      0.022848   -0.003473123  0.9439        0.0442        4939600 |               F
       5     [      13      15 ]      0.022848   -0.003473123  0.9439        0.0462        5826800 |               F
       6     [       9      17 ]      0.015655   -0.000161144  0.9526        0.0475        7652800 |               F
       7     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0484        8909200 |               F
       8     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0490       10463600 |               F
       9     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0493       12035600 |               F
      10     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0496       14976400 |               F
      11     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0497       16486400 |               F
      12     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0498       17797600 |               F
      13     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0499       19240000 |               F
      14     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0499       20931600 |               F
      15     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0499       22623200 |               F
      16     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       23810000 |               F
      17     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       25199600 |               F
      18     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       26757200 |               F
      19     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       27804800 |               F
      20     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       29105200 |               F
      21     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       30487600 |               F
      22     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       31912000 |               F
      23     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       34852800 |               F
      24     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       36166400 |               F
      25     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       37575200 |               F
      26     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       39101200 |               F
      27     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       40510000 |               F
      28     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       42088000 |               F
      29     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       43598400 |               F
      30     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       44840400 |               F
      31     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       46325600 |               F
      32     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       47528000 |               F
      33     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       48784400 |               F
      34     [       3      20 ]      0.012989   -0.000552764  0.9579        0.0500       50688000 |               F
