
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      14      15 ]      0.022506   -0.000132085  0.9479        0.0289        1398400 |               F
       2     [      14      15 ]      0.022506   -0.000132085  0.9479        0.0363        2814400 |               F
       3     [      14      15 ]      0.022506   -0.000132085  0.9479        0.0411        3990400 |               F
       4     [      14      15 ]      0.022506   -0.000132085  0.9479        0.0442        4968000 |               F
       5     [       8      17 ]      0.015684   -0.001615668  0.9505        0.0462        5774000 |               F
       6     [       8      17 ]      0.015684   -0.001615668  0.9505        0.0475        5774000 |               F
       6     [       8      17 ]      0.015684   -0.001615668  0.9505        0.0475        6921600 |               F
       7     [       8      17 ]      0.015684   -0.001615668  0.9505        0.0484        8056000 |               F
       8     [       8      17 ]      0.015684   -0.001615668  0.9505        0.0490        9150000 |               F
       9     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0493        9863600 |               F
      10     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0496       10984800 |               F
      11     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0497       12106000 |               F
      12     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0498       13078800 |               F
      13     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       13884400 |               F
      14     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       14975200 |               F
      15     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       16384400 |               F
      16     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       17195600 |               F
      17     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       18020400 |               F
      18     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       19136800 |               F
      19     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       20312000 |               F
      20     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       21103200 |               F
      21     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       21914400 |               F
      22     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       22871200 |               F
      23     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       23728400 |               F
      24     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       24819600 |               F
      25     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       26582400 |               F
      26     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       27294000 |               F
      27     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       28250800 |               F
      28     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       29217200 |               F
      29     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       29217200 |               F
      29     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       30945200 |               F
      30     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       31804000 |               F
      31     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       31804000 |               F
      31     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       33219200 |               F
      32     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       34316400 |               F
      33     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       35491600 |               F
      34     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       36648400 |               F
      35     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       37829600 |               F
      36     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       38808800 |               F
      37     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       40577200 |               F
      38     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       42674800 |               F
      39     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       44414000 |               F
      40     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       46142000 |               F
      41     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       47298000 |               F
      42     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       48466400 |               F
      43     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       49586400 |               F
      44     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       50411200 |               F
