
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      22      10 ]      0.226441   -0.000248838  0.9271        0.0289         655600 |               F
       2     [      10      17 ]      0.155830   -0.000310781  0.9422        0.0363        1582000 |               F
       3     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0411        2799200 |               F
       4     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0442        3462000 |               F
       5     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0462        3462000 |               F
       5     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0462        3462000 |               F
       5     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0462        4319600 |               F
       6     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0475        5134800 |               F
       7     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0484        6610800 |               F
       8     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0490        7508800 |               F
       9     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0493        8163200 |               F
      10     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0496        9090000 |               F
      11     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0497       10496400 |               F
      12     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0498       10496400 |               F
      12     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0498       10496400 |               F
      12     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0498       11117200 |               F
      13     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       11704400 |               F
      14     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       11704400 |               F
      14     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       12506400 |               F
      15     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       12506400 |               F
      15     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       13982400 |               F
      16     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       14896000 |               F
      17     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       15753600 |               F
      18     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       16608800 |               F
      19     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       17424000 |               F
      20     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       18289600 |               F
      21     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       18950000 |               F
      22     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       20375600 |               F
      23     [       8      19 ]      0.161773   -0.001044855  0.9652        0.0500       24022800 |               F
      24     [       8      19 ]      0.161773   -0.001044855  0.9652        0.0500       27429200 |               F
      25     [       8      19 ]      0.161773   -0.001044855  0.9652        0.0500       28736400 |               F
      26     [       8      19 ]      0.161773   -0.001044855  0.9652        0.0500       29774800 |               F
      27     [       8      19 ]      0.161773   -0.001044855  0.9652        0.0500       30900400 |               F
      28     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       32066400 |               F
      29     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       33538000 |               F
      30     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       35289200 |               F
      31     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       36942000 |               F
      32     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       36942000 |               F
      32     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       38650000 |               F
      33     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       40358000 |               F
      34     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       41995600 |               F
      35     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       43780400 |               F
      36     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       44202400 |               F
      37     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       46503600 |               F
      38     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       48772400 |               F
      39     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       53069200 |               F
