
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      23      10 ]      0.252893   -0.017186737  0.9208        0.0289         550800 |               F
       2     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0363        1778000 |               F
       3     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0411        2475600 |               F
       4     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0442        3148000 |               F
       5     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0462        3825200 |               F
       6     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0475        4394400 |               F
       7     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0484        4394400 |               F
       7     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0484        4394400 |               F
       7     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0484        5034000 |               F
       8     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0490        6510000 |               F
       9     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0493        7212800 |               F
      10     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0496        8028000 |               F
      11     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0497        8941600 |               F
      12     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0498        9824000 |               F
      13     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       10722000 |               F
      14     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       11416000 |               F
      15     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0499       12495200 |               F
      16     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       14744800 |               F
      17     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       16186400 |               F
      18     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       17839200 |               F
      19     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       19451200 |               F
      20     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       21129600 |               F
      21     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       22802800 |               F
      22     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       24455600 |               F
      23     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       28752400 |               F
      24     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       30394400 |               F
      25     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       32036400 |               F
      26     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       33675200 |               F
      27     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       35597200 |               F
      28     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       35597200 |               F
      28     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       37552800 |               F
      29     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       39259600 |               F
      30     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       40917200 |               F
      31     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       42601600 |               F
      32     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       44920800 |               F
      33     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       46635200 |               F
      34     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       48348000 |               F
      35     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       50270000 |               F
