
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1                 NONE                                                                0.0289              0 |                                            -
       1     [      35       4 ]      0.523771   -0.004624799  0.9390        0.0289         696400 |               F
       2     [      35       4 ]      0.523771   -0.004624799  0.9390        0.0363        1374800 |               F
       3     [      23      10 ]      0.218449   -0.142413434  0.9862        0.0411        2065200 |               F
       4     [      14      15 ]      0.159249   -0.000820573  0.9411        0.0442        3489600 |               F
       5     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0462        4403200 |               F
       6     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0475        5151200 |               F
       7     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0484        5811600 |               F
       8     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0490        6600800 |               F
       9     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0493        7423600 |               F
      10     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0496        8848000 |               F
      11     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0497       10273600 |               F
      12     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0498       11698000 |               F
      13     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       12352400 |               F
      14     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       13055200 |               F
      15     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0499       13918400 |               F
      16     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       14929200 |               F
      17     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       15829600 |               F
      18     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       16580400 |               F
      19     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0500       17340800 |               F
      20     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       18420000 |               F
      21     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       20077600 |               F
      22     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       21735200 |               F
      23     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       23213600 |               F
      24     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       25080400 |               F
      25     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       26778800 |               F
      26     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       28486800 |               F
      27     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       30773600 |               F
      28     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       30773600 |               F
      28     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       32474400 |               F
      29     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       34846400 |               F
      30     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       36520000 |               F
      31     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       38235200 |               F
      32     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       39925200 |               F
      33     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       41633200 |               F
      34     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       43609200 |               F
      35     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       43609200 |               F
      35     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       45476000 |               F
      36     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       45476000 |               F
      36     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       47085600 |               F
      37     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       48865600 |               F
      38     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       50573600 |               F
