
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1                 NONE                                                                0.0289              0 |                                            -
       1     [      35       4 ]      0.523771   -0.004624799  0.9390        0.0289         815200 |               F
       2     [      23      10 ]      0.218449   -0.142413434  0.9862        0.0363        1457600 |               F
       3     [      23      10 ]      0.218449   -0.142413434  0.9862        0.0411        2136000 |               F
       4     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0442        2816800 |               F
       5     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0462        3650000 |               F
       6     [       8      19 ]      0.155761   -0.002172534  0.9846        0.0475        4472400 |               F
       7     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0484        5638400 |               F
       8     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0490        7345200 |               F
       9     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0493        9046000 |               F
      10     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0496       10746800 |               F
      11     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0497       12531600 |               F
      12     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0498       14199200 |               F
      13     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0499       15670400 |               F
      14     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0499       17095200 |               F
      15     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0499       18803200 |               F
      16     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       20460800 |               F
      17     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       22140400 |               F
      18     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       23798000 |               F
      19     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       25512400 |               F
      20     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       25512400 |               F
      20     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       27165600 |               F
      21     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       29036000 |               F
      22     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       30702000 |               F
      23     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       30702000 |               F
      23     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       32380400 |               F
      24     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       34164000 |               F
      25     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       34164000 |               F
      25     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       35816000 |               F
      26     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       35816000 |               F
      26     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       37369200 |               F
      27     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       39004400 |               F
      28     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       39004400 |               F
      28     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       40664400 |               F
      29     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       42390400 |               F
      30     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       44658000 |               F
      31     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       46295600 |               F
      32     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       48217600 |               F
      33     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       49884800 |               F
      34     [       8      19 ]      0.159450   -0.000088719  0.9619        0.0500       51846000 |               F
