
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0289        4093200 |               F
       2     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0363        7713600 |               F
       3     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0411        7713600 |               F
       3     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0411       11810400 |               F
       4     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0442       11810400 |               F
       4     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0442       11810400 |               F
       4     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0442       11810400 |               F
       4     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0442       11810400 |               F
       4     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0442       11810400 |               F
       4     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0442       14565200 |               F
       5     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0462       18643200 |               F
       6     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0475       18643200 |               F
       6     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0475       18643200 |               F
       6     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0475       18643200 |               F
       6     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0475       18643200 |               F
       6     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0475       18643200 |               F
       6     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0475       18643200 |               F
       6     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0475       22602400 |               F
       7     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0484       22602400 |               F
       7     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0484       22602400 |               F
       7     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0484       22602400 |               F
       7     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0484       22602400 |               F
       7     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0484       22602400 |               F
       7     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0484       22602400 |               F
       7     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0484       26201200 |               F
       8     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0490       30270400 |               F
