
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0289        2776400 |               F
       2     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0363        6845600 |               F
       3     [      12       4 ]      0.171921   -0.000229178  0.9677        0.0411        6845600 |               F
       3     [      12       4 ]      0.172122   -0.000100806  0.9729        0.0411        9147200 |               F
       4     [      12       4 ]      0.172122   -0.000100806  0.9729        0.0442        9147200 |               F
       4     [      12       4 ]      0.172122   -0.000100806  0.9729        0.0442        9147200 |               F
       4     [      12       4 ]      0.172122   -0.000100806  0.9729        0.0442        9147200 |               F
       4     [      12       4 ]      0.172122   -0.000100806  0.9729        0.0442       14930400 |               F
       5     [      12       4 ]      0.172122   -0.000100806  0.9729        0.0462       20683200 |               F
       6     [      12       4 ]      0.172122   -0.000100806  0.9729        0.0475       26482800 |               F
       7     [      12       4 ]      0.172122   -0.000100806  0.9729        0.0484       32257200 |               F
