
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0289         714400 |               F
       2     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0363        1834800 |               F
       3     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0411        2728800 |               F
       4     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0442        3667600 |               F
       5     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0462        4554800 |               F
       6     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0475        5448400 |               F
       7     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0484        6329600 |               F
       8     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0490        7157200 |               F
       9     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0493        8554800 |               F
      10     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0496        9346000 |               F
      11     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0497       10251200 |               F
      12     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0498       11216800 |               F
      13     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       12343200 |               F
      14     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       13305600 |               F
      15     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       14183600 |               F
      16     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       15146000 |               F
      17     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       16292400 |               F
      18     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       17386400 |               F
      19     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       18201600 |               F
      20     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       19336000 |               F
      21     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       21069600 |               F
      22     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       22047200 |               F
      23     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       22854000 |               F
      24     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       24587600 |               F
      25     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       24587600 |               F
      25     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       25773200 |               F
      26     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       27501200 |               F
      27     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       28606800 |               F
      28     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       29412400 |               F
      29     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       30506400 |               F
      30     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       31627200 |               F
      31     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       31627200 |               F
      31     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       33085200 |               F
      32     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       34824400 |               F
      33     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       36282400 |               F
      34     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       37402400 |               F
      35     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       39522000 |               F
      36     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       40931200 |               F
      37     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       43006000 |               F
      38     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       44169200 |               F
      39     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       45344400 |               F
      40     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       47476000 |               F
      41     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       48596000 |               F
      42     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       48596000 |               F
      42     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       48596000 |               F
      42     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       49421600 |               F
      43     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       51496400 |               F
