
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      56       0 ]      1.000000  -11.000000000  1.0000        0.0289         150800 |               F
       2     [      44       4 ]      0.284571   -0.002037721  0.9479        0.0363        1038400 |               F
       3     [      44       4 ]      0.284571   -0.002037721  0.9479        0.0411        2135600 |               F
       4     [      44       4 ]      0.284571   -0.002037721  0.9479        0.0442        3256800 |               F
       5     [      44       4 ]      0.284571   -0.002037721  0.9479        0.0462        4348400 |               F
       6     [      21      12 ]      0.053051   -0.000845649  0.9480        0.0475        5210000 |               F
       7     [      21      12 ]      0.053051   -0.000845649  0.9480        0.0484        6378800 |               F
       8     [      21      12 ]      0.053051   -0.000845649  0.9480        0.0490        7356400 |               F
       9     [      21      12 ]      0.053051   -0.000845649  0.9480        0.0493        7356400 |               F
       9     [      21      12 ]      0.053051   -0.000845649  0.9480        0.0493        8220800 |               F
      10     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0496        8933200 |               F
      11     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0497       10098400 |               F
      12     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0498       11037200 |               F
      13     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       12179600 |               F
      14     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       13326000 |               F
      15     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0499       14445600 |               F
      16     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       15592000 |               F
      17     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       16683200 |               F
      18     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       18098400 |               F
      19     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       19076000 |               F
      20     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       19975200 |               F
      21     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       21374000 |               F
      22     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       23442000 |               F
      23     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       25181200 |               F
      24     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       26131600 |               F
      25     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       27036800 |               F
      26     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       27861600 |               F
      27     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       28988000 |               F
      28     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       29779200 |               F
      29     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       30899200 |               F
      30     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       31050000 |               F
      31     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       32166400 |               F
      32     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       33323200 |               F
      33     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       35454400 |               F
      34     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       36279200 |               F
      35     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       37676800 |               F
      36     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       38502400 |               F
      37     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       38502400 |               F
      37     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       39625200 |               F
      38     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       40431200 |               F
      39     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       41522400 |               F
      40     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       42348000 |               F
      41     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       44117200 |               F
      42     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       45215200 |               F
      43     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       46630400 |               F
      44     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       48393200 |               F
      45     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       49840400 |               F
      46     [       3      20 ]      0.013218   -0.003355695  0.9668        0.0500       51614800 |               F
