
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0289        3967600 |               F
       2     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0363        3967600 |               F
       2     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0363        3967600 |               F
       2     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0363        3967600 |               F
       2     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0363        8039200 |               F
       3     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0411        8039200 |               F
       3     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0411       11638000 |               F
       4     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0442       15731200 |               F
       5     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0462       15731200 |               F
       5     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0462       15731200 |               F
       5     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0462       15731200 |               F
       5     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0462       15731200 |               F
       5     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0462       19800400 |               F
       6     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0475       19800400 |               F
       6     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0475       24029600 |               F
       7     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0484       24029600 |               F
       7     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0484       28098800 |               F
       8     [      14       3 ]      0.172594   -0.000124310  0.9572        0.0490       28098800 |               F
       8     [      14       3 ]      0.173123   -0.000037508  0.9629        0.0490       30400400 |               F
