
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0289         748800 |               F
       2     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0363         748800 |               F
       2     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0363         748800 |               F
       2     [      26      10 ]      0.072758   -0.105776609  0.9292        0.0363        1336000 |               F
       3     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0411        2433600 |               F
       4     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0442        3097400 |               F
       5     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0462        3661200 |               F
       6     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0475        4426200 |               F
       7     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0484        5507600 |               F
       8     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0490        6580400 |               F
       9     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0493        6735400 |               F
      10     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0496        7818400 |               F
      11     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0497        9086400 |               F
      12     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0498       10116400 |               F
      13     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0499       10748200 |               F
      14     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0499       11474600 |               F
      15     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0499       12235800 |               F
      16     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       13620200 |               F
      17     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       13620200 |               F
      17     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       14306200 |               F
      18     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       15163200 |               F
      19     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       16182800 |               F
      20     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       17251800 |               F
      21     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       18092600 |               F
      22     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       18891400 |               F
      23     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       20007000 |               F
      24     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       21245800 |               F
      25     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       22536000 |               F
      26     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       23357800 |               F
      27     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       24287400 |               F
      28     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       25415600 |               F
      29     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       26483600 |               F
      30     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       27691600 |               F
      31     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       28476600 |               F
      32     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       29625200 |               F
      33     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       30720400 |               F
      34     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       31830000 |               F
      35     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       33068800 |               F
      36     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       34093400 |               F
      37     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       34907200 |               F
      38     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       36113000 |               F
      39     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       37076000 |               F
      40     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       39243800 |               F
      41     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       40310600 |               F
      42     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       41377400 |               F
      43     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       42164800 |               F
      44     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       43446200 |               F
      45     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       44477600 |               F
      46     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       46579600 |               F
      47     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       47512800 |               F
      48     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       47512800 |               F
      48     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       48481800 |               F
      49     [       5      19 ]      0.013651   -0.001391443  0.9532        0.0500       50048600 |               F
