
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0289         846800 |               F
       2     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0363        1576800 |               F
       3     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0411        2485200 |               F
       4     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0442        3271600 |               F
       5     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0462        3916800 |               F
       6     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0475        4644600 |               F
       7     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0484        5254600 |               F
       8     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0490        6256600 |               F
       9     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0493        6256600 |               F
       9     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0493        7063000 |               F
      10     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0496        7805800 |               F
      11     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0497        8408400 |               F
      12     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0498        9023400 |               F
      13     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       10113400 |               F
      14     [       3      20 ]      0.013447   -0.000955402  0.9545        0.0499       11174200 |               F
      15     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0499       12156400 |               F
      16     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       12920600 |               F
      17     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       13977400 |               F
      18     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       14596800 |               F
      19     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       15652600 |               F
      20     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       16740200 |               F
      21     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       17402000 |               F
      22     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       18063800 |               F
      23     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       18725000 |               F
      24     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       19469800 |               F
      25     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       20231800 |               F
      26     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       21352000 |               F
      27     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       22390000 |               F
      28     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       23436800 |               F
      29     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       24144400 |               F
      30     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       25231800 |               F
      31     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       26184600 |               F
      32     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       27233600 |               F
      33     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       28254200 |               F
      34     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       29491000 |               F
      35     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       30687800 |               F
      36     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       31884600 |               F
      37     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       32627200 |               F
      38     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       33553600 |               F
      39     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       34574200 |               F
      40     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       35767000 |               F
      41     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       37671600 |               F
      42     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       38730600 |               F
      43     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       40727600 |               F
      44     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       41770000 |               F
      45     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       43674600 |               F
      46     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       44716600 |               F
      47     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       45806000 |               F
      48     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       46822600 |               F
      49     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       47914400 |               F
      50     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       48965800 |               F
      51     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       50014800 |               F
